Date,HomeTeam,AwayTeam,FTR,Season,played,Time,HTREND,HTREND2,HTREND3,HTREND4,HTREND5,ATREND,ATREND2,ATREND3,ATREND4,ATREND5,HPOINT,APOINT,HLM,ALM,HLM_1,ALM_1,AAG_1,HAG_1,AAGC_1,HAGC_1,HLM_2,ALM_2,AAG_2,HAG_2,AAGC_2,HAGC_2,HLM_3,ALM_3,AAG_3,HAG_3,AAGC_3,HAGC_3,HLM_4,ALM_4,AAG_4,HAG_4,AAGC_4,HAGC_4,HLM_5,ALM_5,AAG_5,HAG_5,AAGC_5,HAGC_5,ACUM,HCUM,AAG,HAG,AAGC,HAGC,UO25
2013-11-09 00:00:00,6,27,A,1314,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,11.0,0,3,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,15.0,1.0,1.5,1.0,1.0,1
2013-11-09 00:00:00,7,33,H,1314,1,0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,9.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,5.0,1.0,1.0,3.3333333333333335,1.0,1
2013-11-09 00:00:00,10,5,H,1314,1,0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,12.0,11.0,3,0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.5,1.0,2.0,1.6666666666666667,1
2013-11-09 00:00:00,12,8,D,1314,1,0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,17.0,13.0,1,1,3.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,5.0,17.0,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,0
2013-11-09 00:00:00,17,29,A,1314,1,0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,8.0,16.0,0,3,1.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,7.0,6.0,1.0,0.0,2.6666666666666665,1.0,1
2013-11-09 00:00:00,19,45,H,1314,1,0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,11.0,7.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,6.0,1.0,2.6666666666666665,1.0,0.3333333333333333,1
2013-11-09 00:00:00,25,4,A,1314,1,0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.0,4.0,0,3,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,1
2013-11-09 00:00:00,30,38,A,1314,1,0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,16.0,13.0,0,3,3.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,9.0,19.0,1.6666666666666667,2.0,1.6666666666666667,1.0,0
2013-11-09 00:00:00,32,53,D,1314,1,0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,10.0,1,1,3.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0,3.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,10.0,1.0,3.0,1.0,1.0,1
2013-11-09 00:00:00,42,41,D,1314,1,0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,11.0,17.0,1,1,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,12.0,15.0,0.6666666666666666,2.5,1.3333333333333333,1.0,0
